generation,N_shifts,logPrior,logLik,eventRate,acceptRate
50700000,7,38.9073,108.699,2.86277,0.334815
50800000,3,19.4982,103.629,1.92293,0.3222
50900000,4,25.6395,90.7963,2.20027,0.32143
51000000,5,30.7932,98.6594,1.48195,0.315398
51100000,6,34.3128,94.9799,2.34494,0.321268
51200000,3,19.1462,109.646,1.96924,0.320384
51300000,3,17.5898,96.4703,1.99735,0.320127
51400000,3,21.7144,89.2372,2.57041,0.316169
51500000,6,37.7585,115.295,5.12262,0.31549
51600000,3,18.5813,86.2037,2.47441,0.31416
51700000,3,16.3269,105.075,2.46163,0.317723
51800000,5,33.9346,107.059,1.63049,0.312791
51900000,3,19.6254,105.72,2.47949,0.314267
52000000,2,14.4599,96.4734,1.00521,0.31592
52100000,3,22.4072,92.1742,0.945613,0.316195
52200000,7,38.0357,96.7697,3.0697,0.313903
52300000,5,33.2853,93.1049,3.16841,0.32671
52400000,2,13.0505,101.03,4.46319,0.30556
52500000,4,24.3745,112.26,4.22536,0.313485
52600000,4,25.6223,87.8288,2.07484,0.31998
52700000,2,10.9678,97.8482,0.876808,0.315808
52800000,2,16.9178,106.819,0.938723,0.315439
52900000,7,41.9145,86.9984,2.54264,0.309572
53000000,4,24.7824,90.3357,1.03874,0.311742
53100000,5,32.1647,98.0414,1.9019,0.312428
53200000,2,11.7032,107.804,3.59931,0.31524
53300000,2,12.9592,101.62,1.30065,0.316995
53400000,2,15.4795,97.2147,0.180045,0.316835
53500000,4,25.3705,87.4264,1.65309,0.33232
53600000,8,37.8225,101.158,6.19028,0.32526
53700000,6,36.5291,106.916,2.76014,0.315844
53800000,3,19.8544,98.8907,3.83976,0.322389
53900000,7,40.3041,104.587,5.54762,0.319294
54000000,6,33.149,86.4916,4.2875,0.319285
54100000,3,22.0094,102.946,1.43788,0.32111
54200000,11,55.7251,105.619,4.76318,0.324055
