generation,N_shifts,logPrior,logLik,eventRate,acceptRate
93600000,2,20.2858,135.95,1.13705,0.395433
93700000,4,30.7183,145.794,1.94664,0.412483
93800000,4,32.8761,138.903,2.1106,0.39079
93900000,1,13.3961,105.008,1.3553,0.409559
94000000,5,38.5937,138.914,2.05231,0.37587
94100000,3,24.7617,131.403,1.2839,0.391576
94200000,0,7.63404,109.047,0.468656,0.387752
94300000,5,39.5545,125.268,2.3285,0.390099
94400000,4,33.461,128.701,2.36383,0.390681
94500000,3,27.8426,134.37,1.64323,0.399293
94600000,8,57.4448,132.911,2.92313,0.397948
94700000,6,35.9349,110.487,4.25473,0.39967
94800000,5,40.9467,117.014,3.06917,0.395473
94900000,2,21.2024,132.457,0.421509,0.387401
95000000,3,29.0747,121.607,2.76608,0.389355
95100000,4,33.0555,126.879,0.590691,0.398052
95200000,5,40.2643,131.749,4.33883,0.389863
95300000,5,39.173,133.537,2.57043,0.387404
95400000,3,26.2597,116.673,1.78449,0.396467
95500000,7,49.7979,124.78,3.1796,0.396235
