generation,N_shifts,logPrior,logLik,eventRate,acceptRate
47800000,10,39.4273,27.2456,7.69541,0.256434
47900000,5,26.167,30.3044,1.68024,0.253423
48000000,8,39.7035,26.7038,1.71493,0.257241
48100000,8,34.0744,40.0872,4.89875,0.243855
48200000,5,13.6151,22.9357,5.08493,0.255408
48300000,4,18.6313,29.7463,4.25911,0.256017
48400000,4,19.4723,23.0903,2.82133,0.241139
48500000,5,26.4257,37.1489,2.1105,0.242207
48600000,5,24.5904,7.24034,2.47754,0.257645
48700000,3,15.5278,14.1115,2.18421,0.252564
48800000,6,26.7595,36.9068,3.64417,0.252488
48900000,6,18.529,41.4306,4.56172,0.242998
49000000,8,38.3198,40.6688,4.69527,0.24966
49100000,4,13.6211,29.7412,3.05535,0.252247
49200000,4,20.0697,-4.30181,3.167,0.288772
49300000,3,15.1163,5.678,2.91937,0.29943
49400000,4,22.0358,12.6977,1.60157,0.249766
49500000,5,23.7694,27.2948,2.30588,0.252055
49600000,6,24.7264,23.7813,1.38544,0.251828
49700000,4,10.5083,-3.34323,4.58283,0.257911
49800000,3,15.0721,16.9481,5.29211,0.25923
49900000,5,17.2129,43.9763,2.17075,0.28502
50000000,12,45.9222,38.7558,8.1493,0.267775
50100000,5,24.6974,33.1226,3.15738,0.25717
50200000,4,18.2676,31.1955,1.58221,0.26318
50300000,7,32.9656,44.1602,4.63883,0.25605
50400000,7,26.8207,29.8467,4.38512,0.257892
50500000,5,26.3888,29.6914,0.560263,0.25694
50600000,4,18.8112,9.7044,0.810271,0.256945
50700000,9,42.7502,17.9053,4.08274,0.26248
50800000,6,23.1257,34.0611,5.78067,0.254165
50900000,7,30.2906,-7.70522,3.734,0.252242
51000000,4,16.8597,16.8918,2.68842,0.280063
51100000,6,22.4701,44.1019,5.68876,0.252136
51200000,9,31.5346,26.4554,5.00481,0.280985
51300000,5,24.148,49.907,2.1094,0.267849
51400000,10,44.4167,24.3056,6.66957,0.249289
51500000,3,15.4886,28.3099,1.49607,0.250656
51600000,4,19.9221,36.0427,2.81804,0.248807
51700000,4,15.8527,10.9422,1.51928,0.260147
51800000,3,14.9387,23.5644,3.43434,0.250765
51900000,3,12.9121,41.4414,1.41703,0.255991
52000000,4,14.4279,24.4753,2.13145,0.247473
52100000,3,12.1366,20.1103,2.93747,0.244985
52200000,3,16.336,23.9914,1.00381,0.241982
52300000,5,16.4163,15.5063,3.06598,0.24868
52400000,10,41.8134,27.1116,7.97136,0.25253
52500000,5,16.6739,14.3817,2.68104,0.246807
52600000,3,15.8579,29.6313,1.60792,0.25029
52700000,7,26.8452,28.4062,3.4532,0.250736
52800000,6,28.258,28.5589,3.57956,0.254543
52900000,6,23.0352,21.2708,5.11878,0.24723
53000000,5,19.5637,35.2286,6.21057,0.250847
53100000,4,15.9483,21.7424,4.36014,0.276813
53200000,6,23.7496,40.2467,4.12264,0.250799
53300000,4,23.4151,7.33699,0.817972,0.250618
53400000,3,11.3459,28.9821,2.41701,0.250597
